gene|Hydrophob-Hydrophob|StrHydrophob-StrHydrophob|Aromatic-Aromatic|Hydrophil-Hydrophil|Hydrophob-Aromatic|Hydrophob-Charged|Hydrophob-NegCharged|Hydrophob-PosCharged|PosCharged-PosCharged|NegCharged-NegCharged|FF-FY-SY-TY-HC|FF-FY-SY-HC|FF|FY|TY|SY|HC|MR|Total
P0A761|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|4
P0A763|15|9|5|1|15|8|3|5|0|0|3|3|2|1|0|0|0|0|26
P0A769|199|108|10|8|72|29|16|13|1|2|8|8|2|4|2|0|0|0|279
P0A776|4|1|1|1|2|1|0|1|0|0|1|1|0|1|0|0|0|0|8
P0A784|6|4|1|1|3|5|1|4|0|0|0|0|0|0|0|0|0|0|16
P0A786|35|16|0|4|13|10|0|10|0|0|1|1|0|0|1|0|0|0|55
P0A790|28|17|1|4|9|9|7|2|1|0|0|0|0|0|0|0|0|0|54
P0A794|7|7|0|1|0|3|0|3|0|0|0|0|0|0|0|0|0|0|11
P0A796|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A799|21|9|0|5|3|17|12|5|0|0|0|0|0|0|0|0|0|0|49
P0A7A2|13|9|0|4|1|4|0|4|1|0|0|0|0|0|0|0|0|0|25
P0A7A5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0A7A7|44|24|2|16|16|23|14|9|1|1|0|0|0|0|0|0|0|0|103
P0A7A9|2|2|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|3
P0A7B1|16|3|0|8|9|8|4|4|1|2|1|1|0|0|1|0|0|0|36
P0A7B3|30|13|0|2|13|9|1|8|0|0|3|3|0|0|3|0|0|0|48
P0A7B5|8|5|0|1|2|3|0|3|0|0|0|0|0|0|0|0|0|0|18
P0A7C2|16|13|0|6|3|13|6|7|0|1|0|0|0|0|0|0|0|1|45
P0A7C6|6|1|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|7
P0A7D1|1|1|0|4|3|7|0|7|1|0|0|0|0|0|0|0|0|0|12
P0A7D4|8|2|0|4|6|7|4|3|1|0|0|0|0|0|0|0|0|1|21
P0A7E1|38|18|1|16|14|20|8|12|1|2|1|1|1|0|0|0|0|0|90
P0A7E3|3|2|0|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|6
P0A7E5|55|22|4|14|27|41|14|27|5|2|2|2|1|1|0|0|0|0|115
P0A7E9|3|3|0|4|0|6|3|3|1|0|0|0|0|0|0|0|0|1|17
P0A7F3|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A7F6|3|2|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|5
P0A7F9|65|23|8|12|44|30|7|23|3|0|8|8|0|5|1|2|2|0|111
P0A7G6|11|4|0|2|1|4|1|3|0|0|0|0|0|0|0|0|0|0|21
P0A7H0|2|2|0|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0A7H3|1|1|1|0|1|1|1|0|0|0|1|1|1|0|0|0|0|0|2
P0A7H6|6|3|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|7
P0A7I0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0A7I4|39|25|5|10|20|24|13|11|0|0|5|5|2|2|1|0|0|0|83
P0A7I7|12|8|0|6|6|7|5|2|0|0|0|0|0|0|0|0|0|0|36
P0A7J0|18|15|0|7|7|10|0|10|3|0|0|0|0|0|0|0|0|0|39
P0A7K6|10|8|0|1|2|4|1|3|0|0|0|0|0|0|0|0|0|0|15
P0A7L0|9|7|0|3|0|6|0|6|1|0|0|0|0|0|0|0|0|1|19
P0A7N1|3|0|1|1|3|2|0|2|0|0|0|0|0|0|0|0|0|0|6
P0A7S3|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A7V0|17|9|0|7|5|9|3|6|0|0|1|1|0|0|1|0|0|0|43
P0A7V3|11|3|1|7|3|13|6|7|0|2|0|0|0|0|0|0|0|0|34
P0A7W1|5|5|0|2|0|1|0|1|0|0|0|0|0|0|0|0|0|0|8
P0A7X6|7|0|1|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|8
P0A7Y0|12|9|0|7|3|7|2|5|1|0|0|0|0|0|0|0|0|1|28
P0A7Y4|3|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|4
P0A7Z0|18|9|0|0|4|7|1|6|0|0|0|0|0|0|0|0|0|0|31
P0A7Z4|11|6|0|1|1|9|2|7|0|0|0|0|0|0|0|0|0|0|22
P0A812|2|1|1|0|1|2|0|2|0|0|0|0|0|0|0|0|0|0|5
P0A814|4|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0A817|102|20|9|22|43|72|35|37|2|0|4|4|1|3|0|0|0|3|235
P0A821|49|21|0|3|7|8|4|4|0|0|0|0|0|0|0|0|0|0|70
P0A825|54|23|2|9|24|31|5|26|2|0|1|1|0|0|1|0|0|0|112
P0A830|104|55|5|5|32|10|6|4|0|0|4|4|2|2|0|0|0|0|139
P0A832|17|8|0|0|6|1|1|0|0|0|1|1|0|0|1|0|0|0|20
P0A836|12|7|1|10|6|5|0|5|2|0|0|0|0|0|0|0|0|0|31
P0A840|5|1|0|2|1|5|5|0|0|0|0|0|0|0|0|0|0|0|13
P0A847|7|2|0|4|2|6|1|5|1|0|0|0|0|0|0|0|0|1|24
P0A850|5|4|0|4|2|7|3|4|0|0|0|0|0|0|0|0|0|0|19
P0A853|50|22|2|20|21|37|7|30|5|1|1|1|1|0|0|0|0|1|136
P0A855|23|10|1|2|10|11|5|6|0|0|1|1|1|0|0|0|0|0|40
P0A858|12|11|0|2|2|9|7|2|1|0|0|0|0|0|0|0|0|0|26
P0A862|17|5|1|2|7|9|3|6|0|0|2|2|0|1|0|1|1|0|28
P0A867|5|2|0|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|9
P0A870|5|1|0|0|3|2|0|2|0|0|0|0|0|0|0|0|0|0|7
P0A873|66|40|0|6|17|28|9|19|1|0|0|0|0|0|0|0|0|2|119
P0A877|27|15|0|4|3|13|5|8|1|0|0|0|0|0|0|0|0|0|49
P0A879|26|12|1|4|19|16|7|9|0|0|1|1|0|1|0|0|0|0|60
P0A884|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0A887|8|3|1|0|3|0|0|0|0|0|1|1|1|0|0|0|0|0|8
P0A894|3|3|0|2|1|4|1|3|0|0|0|0|0|0|0|0|0|0|12
P0A8A0|16|10|0|6|7|8|2|6|0|1|0|0|0|0|0|0|0|0|40
P0A8A2|22|12|1|4|11|11|6|5|0|1|0|0|0|0|0|0|0|0|48
P0A8A4|29|14|0|0|8|8|3|5|0|0|0|0|0|0|0|0|0|1|41
P0A8A8|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0A8B2|10|5|1|2|10|8|2|6|2|0|1|1|0|1|0|0|0|1|26
P0A8C4|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A8D0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0A8D6|4|2|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|6
P0A8E1|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0A8F0|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15
P0A8F4|24|15|3|6|9|13|0|13|1|1|0|0|0|0|0|0|0|0|47
P0A8F8|14|5|0|12|1|16|4|12|2|0|0|0|0|0|0|0|0|0|48
P0A8G0|25|11|3|10|14|21|4|17|2|0|1|1|0|0|0|0|0|1|64
P0A8G3|26|14|6|8|20|22|8|14|1|0|2|2|1|1|0|0|0|0|64
P0A8H3|76|37|0|1|18|13|6|7|0|0|0|0|0|0|0|0|0|0|105
P0A8I3|3|0|0|0|3|0|0|0|0|0|1|1|0|0|0|1|1|0|3
P0A8I5|22|7|2|2|9|7|1|6|1|0|1|1|1|0|0|0|0|0|44
P0A8I8|59|31|1|10|13|20|5|15|2|0|0|0|0|0|0|0|0|1|108
P0A8J4|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0A8J8|20|7|0|5|8|21|10|11|0|0|0|0|0|0|0|0|0|1|54
P0A8K1|11|6|0|2|3|3|0|3|1|0|0|0|0|0|0|0|0|0|22
P0A8L1|54|19|1|17|19|39|8|31|1|3|0|0|0|0|0|0|0|4|138
P0A8L5|20|11|3|4|12|13|4|9|1|0|1|1|0|0|0|0|0|0|44
P0A8M0|13|3|0|3|10|4|3|1|0|0|2|2|0|0|1|1|1|0|22
P0A8M3|63|28|5|9|28|32|9|23|1|0|3|3|0|1|1|1|1|0|121
P0A8N3|9|3|1|8|6|11|6|5|0|1|1|1|0|1|0|0|0|0|33
P0A8N5|9|3|1|9|6|11|6|5|1|1|1|1|0|1|0|0|0|0|34
P0A8N7|12|3|2|6|11|21|7|14|1|2|1|1|0|1|0|0|0|0|42
P0A8P1|51|16|11|4|32|17|3|14|0|0|4|4|2|1|0|1|1|1|88
P0A8P6|2|1|0|1|0|3|0|3|0|0|0|0|0|0|0|0|0|0|6
P0A8P8|3|1|0|3|3|7|1|6|0|0|0|0|0|0|0|0|0|1|14
P0A8Q6|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A8R0|3|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0A8R9|33|14|0|9|14|13|7|6|0|2|0|0|0|0|0|0|0|0|61
P0A8S1|29|14|1|4|13|7|5|2|1|1|0|0|0|0|0|0|0|0|51
P0A8T1|2|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0A8T7|45|23|1|20|20|25|3|22|2|1|1|1|0|1|0|0|0|4|107
P0A8U0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0A8U2|10|3|0|2|5|3|1|2|1|0|1|1|0|0|1|0|0|0|15
P0A8V0|0|0|1|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|2
P0A8V2|141|59|3|77|55|116|44|72|13|2|1|1|0|1|0|0|0|2|395
P0A8W5|19|11|1|1|13|7|1|6|0|0|2|2|0|0|1|1|1|0|33
P0A8W8|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0A8Y5|11|2|0|1|4|8|2|6|0|0|1|1|0|0|1|0|0|0|20
P0A901|4|2|0|3|0|3|1|2|0|0|0|0|0|0|0|0|0|0|11
P0A903|1|0|0|8|0|4|3|1|0|0|0|0|0|0|0|0|0|0|13
P0A910|2|2|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|3
P0A912|2|2|0|2|0|1|0|1|2|0|0|0|0|0|0|0|0|0|5
P0A924|15|5|3|1|6|9|0|9|1|0|1|1|0|0|0|1|1|0|25
P0A930|15|7|1|3|5|3|0|3|1|0|0|0|0|0|0|0|0|0|33
P0A932|14|6|1|3|6|3|0|3|1|0|0|0|0|0|0|0|0|0|32
P0A935|37|17|1|7|24|23|5|18|1|0|1|1|0|1|0|0|0|0|79
P0A940|14|3|1|10|12|9|2|7|0|0|1|1|0|0|0|1|1|0|40
P0A944|3|0|0|1|3|4|2|2|0|0|0|0|0|0|0|0|0|0|8
P0A948|6|0|1|3|2|4|4|0|0|1|0|0|0|0|0|0|0|0|15
P0A951|4|4|1|2|3|3|2|1|0|0|1|1|1|0|0|0|0|0|9
P0A953|15|4|0|5|6|7|4|3|1|0|0|0|0|0|0|0|0|0|32
P0A955|18|8|1|1|5|5|1|4|0|0|0|0|0|0|0|0|0|0|28
P0A959|72|27|7|13|40|30|7|23|1|0|1|1|0|0|1|0|0|0|132
P0A962|2|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0A964|4|1|0|1|2|3|3|0|0|0|0|0|0|0|0|0|0|0|9
P0A988|0|0|0|2|0|1|0|1|0|0|0|0|0|0|0|0|0|0|9
P0A991|19|14|2|3|6|13|3|10|0|0|2|2|1|1|0|0|0|0|47
P0A993|18|5|3|1|12|9|4|5|0|0|3|3|2|1|0|0|0|0|32
P0A996|47|23|3|3|18|14|6|8|1|0|6|6|1|0|3|2|2|0|77
P0A998|15|12|4|4|11|4|2|2|0|2|2|2|2|0|0|0|0|0|23
P0A9A2|12|6|1|3|6|2|2|0|0|0|1|1|1|0|0|0|0|0|18
P0A9A6|29|16|0|9|0|9|6|3|1|0|0|0|0|0|0|0|0|0|57
P0A9C0|89|55|2|29|27|72|19|53|5|2|0|0|0|0|0|0|0|0|214
P0A9C3|20|7|1|4|2|13|3|10|1|0|0|0|0|0|0|0|0|0|42
P0A9C5|38|15|0|11|13|16|10|6|3|0|1|1|0|0|0|1|1|0|98
P0A9C9|15|6|0|4|2|6|3|3|0|0|0|0|0|0|0|0|0|0|30
P0A9D8|2|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0A9E0|25|14|2|3|17|9|3|6|1|0|2|2|2|0|0|0|0|0|45
P0A9E5|21|13|2|7|11|12|4|8|2|0|4|4|1|1|2|0|0|0|46
P0A9E9|22|16|6|6|16|14|9|5|2|0|6|6|4|2|0|0|0|0|46
P0A9F3|34|17|3|7|22|18|9|9|1|0|4|4|1|1|1|1|1|0|65
P0A9F6|26|9|5|2|25|14|3|11|0|0|2|2|1|1|0|0|0|0|48
P0A9F9|36|13|6|4|28|12|1|11|1|0|2|2|1|0|0|1|1|0|60
P0A9G2|35|20|1|2|15|7|2|5|0|0|2|2|0|0|0|2|2|0|45
P0A9G6|8|1|0|4|4|12|4|8|0|0|2|2|0|0|0|2|2|0|34
P0A9G8|17|11|0|4|3|1|0|1|0|1|0|0|0|0|0|0|0|0|27
P0A9H1|21|9|0|2|7|14|3|11|0|0|0|0|0|0|0|0|0|0|44
P0A9H3|103|34|9|12|51|49|16|33|1|0|4|4|1|2|0|1|1|2|210
P0A9H5|4|1|0|0|3|5|1|4|0|0|0|0|0|0|0|0|0|0|10
P0A9H7|57|15|12|12|41|23|10|13|2|0|6|6|0|3|1|2|2|3|112
P0A9I1|4|1|0|1|3|2|1|1|0|0|0|0|0|0|0|0|0|0|7
P0A9I3|1|0|0|2|0|2|1|1|0|0|0|0|0|0|0|0|0|0|5
P0A9J0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0A9J4|7|7|0|6|0|6|5|1|0|1|0|0|0|0|0|0|0|0|21
P0A9J6|14|4|0|12|3|12|5|7|1|0|0|0|0|0|0|0|0|0|49
P0A9J8|40|11|4|12|18|17|5|12|2|0|3|3|0|1|1|1|1|0|83
P0A9K1|1|1|0|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|3
P0A9K3|2|2|0|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|5
P0A9K9|4|3|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|6
P0A9L3|2|0|0|0|1|2|2|0|0|0|0|0|0|0|0|0|0|0|4
P0A9L5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0A9M0|13|8|0|8|5|9|1|8|1|0|1|1|0|0|0|0|0|0|31
P0A9M2|7|5|1|0|5|2|2|0|0|0|1|1|0|1|0|0|0|1|14
P0A9M5|7|2|0|0|2|2|2|0|0|0|0|0|0|0|0|0|0|0|9
P0A9M8|25|17|2|6|6|9|1|8|2|0|2|2|1|0|0|1|1|0|45
P0A9N4|26|4|0|3|12|8|0|8|1|1|0|0|0|0|0|0|0|0|43
P0A9N8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0A9P0|34|22|0|10|11|16|10|6|1|2|0|0|0|0|0|0|0|0|66
P0A9P4|31|15|0|5|12|11|7|4|0|0|0|0|0|0|0|0|0|1|49
P0A9P6|18|8|0|20|5|18|9|9|0|1|0|0|0|0|0|0|0|1|66
P0A9P9|15|10|0|0|1|3|0|3|0|0|0|0|0|0|0|0|0|0|21
P0A9Q7|54|18|1|14|18|27|8|19|1|0|4|4|0|0|2|1|1|1|113
P0A9Q9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A9R4|4|0|2|1|6|7|1|6|1|0|0|0|0|0|0|0|0|0|19
P0A9R7|2|2|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|8
P0A9S1|13|11|0|3|1|4|2|2|0|0|0|0|0|0|0|0|0|0|30
P0A9S3|20|6|5|0|12|2|2|0|0|0|6|6|2|1|0|3|3|0|27
P0A9S5|22|10|0|2|6|4|1|3|1|0|1|1|0|0|1|0|0|0|33
P0A9S7|1|1|0|2|0|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P0A9T0|17|5|0|1|10|4|1|3|0|0|2|2|0|0|0|2|2|0|25
P0A9T4|5|3|0|1|2|3|0|3|0|0|0|0|0|0|0|0|0|0|19
P0A9T8|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0A9U1|18|7|0|14|5|26|14|12|2|1|0|0|0|0|0|0|0|2|63
P0A9U3|5|4|1|4|1|6|2|4|0|0|1|1|1|0|0|0|0|0|17
P0A9U6|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0A9U8|2|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0A9V1|1|1|0|1|0|3|1|2|0|0|0|0|0|0|0|0|0|0|5
P0A9W0|8|2|1|0|5|4|1|3|0|0|1|1|0|1|0|0|0|0|14
P0A9W3|7|3|0|12|6|16|6|10|1|0|0|0|0|0|0|0|0|0|36
P0A9X1|1|1|0|1|0|3|1|2|1|0|0|0|0|0|0|0|0|0|5
P0A9X4|2|1|0|0|3|3|0|3|0|0|0|0|0|0|0|0|0|0|6
P0A9Z1|1|1|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|5
P0AA10|1|1|0|1|0|3|1|2|0|0|0|0|0|0|0|0|0|0|5
P0AA16|6|3|0|0|4|2|0|2|0|0|0|0|0|0|0|0|0|0|8
P0AA25|22|15|0|4|2|8|2|6|0|0|0|0|0|0|0|0|0|0|35
P0AA37|3|1|0|2|2|6|0|6|1|0|0|0|0|0|0|0|0|0|16
P0AA39|15|9|1|7|12|7|1|6|4|0|1|1|1|0|0|0|0|0|30
P0AA41|23|8|3|0|16|3|0|3|0|0|3|3|0|2|0|1|1|0|32
P0AA43|3|0|1|2|4|3|0|3|1|0|1|1|0|1|0|0|0|0|8
P0AA47|236|118|13|13|100|38|16|22|2|1|13|13|4|4|1|4|4|0|358
P0AA49|84|43|3|5|26|21|7|14|1|0|4|4|0|3|0|1|1|0|132
P0AA53|4|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AA60|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AA63|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AA67|60|22|1|1|21|14|8|6|0|0|4|4|0|1|2|1|1|0|85
P0AA70|66|28|3|5|15|23|10|13|1|0|2|2|0|0|0|2|2|0|109
P0AA73|57|15|6|3|23|7|0|7|1|0|5|5|2|1|2|0|0|0|94
P0AA76|137|43|10|10|64|33|9|24|1|0|7|7|3|1|2|1|1|1|206
P0AA78|109|36|9|6|49|20|8|12|2|0|4|4|2|0|2|0|0|0|156
P0AA80|134|39|12|13|55|34|14|20|3|2|6|6|3|2|1|0|0|1|213
P0AA82|231|100|7|4|95|27|12|15|1|0|8|8|2|2|2|2|2|1|315
P0AA84|17|6|0|2|5|6|2|4|0|0|0|0|0|0|0|0|0|0|27
P0AA86|15|6|1|2|7|9|5|4|0|1|0|0|0|0|0|0|0|0|28
P0AA89|13|6|2|4|13|15|3|12|1|0|1|1|1|0|0|0|0|0|34
P0AA91|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0AA95|10|7|1|0|4|1|0|1|0|0|1|1|0|1|0|0|0|0|13
P0AA99|3|0|2|1|3|2|0|2|0|0|2|2|0|2|0|0|0|0|8
P0AAA7|6|4|1|1|2|3|2|1|0|1|0|0|0|0|0|0|0|0|10
P0AAB4|64|21|6|23|30|45|21|24|4|1|4|4|0|3|0|0|0|0|152
P0AAB6|19|12|1|7|5|20|10|10|0|1|1|1|0|1|0|0|0|0|52
P0AAC0|21|11|0|4|4|13|3|10|1|0|0|0|0|0|0|0|0|0|41
P0AAC8|9|4|2|0|10|3|1|2|0|0|2|2|0|2|0|0|0|0|19
P0AAD2|232|104|17|12|118|47|11|36|0|1|10|10|4|4|1|1|1|0|346
P0AAD4|237|125|6|7|87|37|10|27|0|0|10|10|2|3|2|3|3|0|324
P0AAD6|207|103|10|14|83|29|8|21|1|1|10|10|3|4|2|1|1|1|320
P0AAD8|220|113|11|17|102|32|7|25|2|0|12|12|1|7|3|1|1|0|316
P0AAE0|247|108|23|7|129|41|18|23|1|0|12|12|8|2|0|2|2|1|345
P0AAE2|198|95|13|15|93|37|21|16|1|1|8|8|3|1|0|4|4|0|336
P0AAE5|259|135|16|8|107|33|8|25|1|1|8|8|3|2|1|2|2|0|365
P0AAE8|253|81|10|9|101|22|8|14|1|1|14|14|2|3|4|5|5|0|356
P0AAF1|262|99|8|12|108|12|6|6|0|1|15|15|1|5|6|3|3|0|359
P0AAF3|13|4|3|2|7|4|0|4|0|0|0|0|0|0|0|0|0|1|22
P0AAF6|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AAG0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AAG3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AAG5|8|2|0|0|5|4|1|3|0|0|1|1|0|0|0|1|1|0|14
P0AAG8|14|6|2|1|4|6|2|4|1|0|2|2|1|1|0|0|0|1|27
P0AAH0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AAH4|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AAH8|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0AAI1|5|3|1|0|4|1|0|1|0|0|0|0|0|0|0|0|0|0|7
P0AAI3|6|4|0|1|1|3|1|2|0|0|0|0|0|0|0|0|0|0|12
P0AAI5|102|28|3|14|34|33|17|16|2|2|4|4|1|0|1|0|0|0|162
P0AAI9|25|8|1|4|6|4|0|4|0|0|0|0|0|0|0|0|0|0|42
P0AAJ1|19|4|0|1|11|2|0|2|0|0|1|1|0|0|0|1|1|0|27
P0AAJ3|10|4|2|9|10|18|6|12|3|0|1|1|0|0|0|1|1|0|43
P0AAJ5|14|5|2|8|11|16|2|14|3|0|1|1|0|0|0|1|1|0|44
P0AAJ8|12|6|0|4|4|7|4|3|0|0|0|0|0|0|0|0|0|0|35
P0AAK1|0|0|0|2|0|1|1|0|0|0|0|0|0|0|0|0|0|0|3
P0AAK7|8|1|4|6|4|12|1|11|2|0|3|3|0|3|0|0|0|0|30
P0AAL3|0|0|0|2|0|2|0|2|0|0|0|0|0|0|0|0|0|0|7
P0AAL6|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0AAL9|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AAN3|18|11|1|8|6|16|6|10|0|0|0|0|0|0|0|0|0|1|55
P0AAP1|7|1|0|4|6|3|0|3|1|0|0|0|0|0|0|0|0|1|16
P0AAP5|31|15|3|5|15|14|2|12|0|0|1|1|0|1|0|0|0|0|54
P0AAQ6|6|6|0|3|1|2|0|2|1|0|0|0|0|0|0|0|0|0|11
P0AAR3|20|11|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|23
P0AAS5|36|10|0|1|25|6|0|6|0|0|1|1|0|0|0|1|1|0|49
P0AAT2|2|0|1|0|2|0|0|0|0|0|1|1|0|1|0|0|0|0|4
P0AAT4|0|0|0|3|1|3|0|3|1|0|0|0|0|0|0|0|0|0|9
P0AAT9|6|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|6
P0AAV4|40|9|3|1|22|8|1|7|0|0|4|4|0|2|2|0|0|0|58
P0AAV8|2|0|0|0|0|5|3|2|0|0|0|0|0|0|0|0|0|0|7
P0AAW1|11|4|0|0|6|3|1|2|0|0|0|0|0|0|0|0|0|0|14
P0AAX8|9|2|0|1|0|4|1|3|0|0|0|0|0|0|0|0|0|0|14
P0AAY6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AAZ4|2|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0AB01|12|4|0|5|2|9|5|4|1|0|0|0|0|0|0|0|0|0|31
P0AB03|2|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AB10|36|17|3|4|16|6|3|3|0|0|3|3|0|1|2|0|0|0|63
P0AB12|29|11|3|2|16|4|0|4|0|0|1|1|1|0|0|0|0|0|40
P0AB20|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P0AB24|0|0|0|5|0|1|1|0|1|0|0|0|0|0|0|0|0|0|6
P0AB38|10|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|12
P0AB43|18|2|3|1|12|3|3|0|0|0|0|0|0|0|0|0|0|0|28
P0AB55|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0AB65|4|4|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AB67|41|22|4|3|19|18|3|15|0|0|2|2|1|1|0|0|0|0|84
P0AB71|23|13|0|4|7|10|6|4|0|0|0|0|0|0|0|0|0|0|41
P0AB74|20|8|0|6|2|8|0|8|1|0|0|0|0|0|0|0|0|1|46
P0AB77|47|18|6|7|25|19|4|15|2|0|2|2|0|2|0|0|0|0|82
P0AB80|14|8|4|4|10|9|2|7|2|0|3|3|2|1|0|0|0|0|28
P0AB83|2|2|0|2|2|1|0|1|0|0|0|0|0|0|0|0|0|0|8
P0AB85|13|2|1|3|6|4|1|3|0|0|1|1|0|1|0|0|0|0|22
P0AB87|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AB89|13|1|0|0|2|3|1|2|0|0|1|1|0|0|1|0|0|0|17
P0AB91|31|16|2|7|15|20|5|15|0|0|2|2|0|0|1|1|1|0|66
P0AB93|17|7|1|3|7|9|7|2|0|1|1|1|0|1|0|0|0|0|41
P0ABA4|2|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|6
P0ABA6|46|23|1|12|13|25|11|14|2|0|1|1|0|0|0|1|1|0|98
P0ABB0|43|21|1|15|8|31|10|21|2|0|0|0|0|0|0|0|0|0|102
P0ABB4|30|6|1|12|10|39|13|26|3|0|0|0|0|0|0|0|0|0|100
P0ABB8|44|19|1|4|12|19|6|13|1|0|0|0|0|0|0|0|0|2|78
P0ABC3|5|2|0|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P0ABC7|1|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|3
P0ABC9|272|113|28|17|130|38|16|22|3|0|16|16|7|6|1|2|2|1|386
P0ABD1|200|88|31|9|112|38|13|25|0|1|10|10|5|4|1|0|0|0|276
P0ABD3|11|6|0|14|6|7|3|4|2|4|0|0|0|0|0|0|0|1|40
P0ABE9|3|1|0|2|3|2|0|2|1|0|0|0|0|0|0|0|0|0|7
P0ABF1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P0ABF4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ABG1|12|7|3|1|5|9|5|4|0|0|1|1|1|0|0|0|0|0|29
