gene|ChapClass|source
P69826|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A6I3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52086|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36562|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P46891|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q59385|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEW4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46925|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P54901|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACZ8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77485|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ABJ1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16676|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21156|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P17854|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P29012|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEE8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AED7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21693|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P28248|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AED9|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACV2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77268|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77622|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31459|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15723|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76016|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77359|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P06149|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P18775|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P03004|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A988|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37313|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P46068|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ABT5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33371|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45568|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AC73|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A955|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77257|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADI4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEJ2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P19925|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P11454|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P10805|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9B6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEJ6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76553|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21151|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P69451|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32055|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32177|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07658|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAJ3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47129|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15031|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P23485|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEL6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P23878|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P13039|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P19323|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEL8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31574|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P68644|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31068|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52612|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P06974|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52627|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24186|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P26281|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AC00|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45543|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P04335|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACP1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32152|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9R7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P11553|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25526|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P69908|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P69910|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P63201|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37639|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAB6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25748|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9S3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0C8J8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15877|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9F6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACL5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37747|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A6U8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07762|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15067|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27249|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9C0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A996|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P13035|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ABH7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31450|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AC88|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77334|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACP5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P46846|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45756|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76641|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AES2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46915|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0CI31|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77650|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ABR5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47141|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AET8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15038|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P06983|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09126|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACB4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P06986|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P60595|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07109|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24232|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36645|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P28630|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9M2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33129|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25666|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAJ8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAN1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16431|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16433|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAK4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77329|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77668|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P71229|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24192|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46806|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39343|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27294|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39347|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76168|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21179|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AB77|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A715|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46938|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A754|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A756|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P38393|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P06992|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76008|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52095|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P10151|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07813|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37025|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P60716|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P22731|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9S7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33232|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P10441|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A725|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P43341|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACV0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24205|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76143|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P23917|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P18811|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21517|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15005|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P15006|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEY5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACH8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P17109|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P38051|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07623|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P06721|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEZ1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A817|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAG8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ABR9|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77044|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P51020|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16384|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEI1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33358|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P54746|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30745|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09833|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31060|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACV6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P22186|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P00550|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P22634|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P17802|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A752|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AF20|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AF24|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27896|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P19319|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P50465|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P68739|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31600|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9G2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77567|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33594|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39452|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9N8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAK7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32664|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A776|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFC7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33599|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31979|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76773|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77737|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37906|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76086|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P00903|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9J4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76577|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFI5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ABF1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACL9|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q57083|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32675|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P08312|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16677|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16679|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16690|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45548|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P00914|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07000|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7A7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27247|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFK0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P18133|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P69874|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31134|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8N7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P08371|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P55798|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P55799|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7B1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7I0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEX5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39199|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16659|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77541|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77243|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77495|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77743|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A717|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAH0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24555|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37177|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7D7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37051|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09546|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7E1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P28304|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24554|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37624|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACQ0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0DMC9|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P08394|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P04993|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7H0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P67910|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37692|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25740|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27128|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27129|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27242|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25741|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25742|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27240|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27241|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37744|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37745|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37760|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27833|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27832|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P61887|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32171|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09378|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09377|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16918|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16919|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24211|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25539|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AG40|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A948|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33643|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09155|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACS7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36999|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0C0R7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P38104|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFR0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52108|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P46850|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P38035|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75817|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A812|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A814|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAH4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P04995|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07014|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07026|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P23721|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8L1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37678|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37679|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39362|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39364|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39361|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30852|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36566|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21169|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09158|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P08395|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFV4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P05707|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46812|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAI1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P80644|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFG3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77499|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P26648|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77444|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P68398|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9T4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47538|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31550|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACQ7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P07913|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25397|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A847|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76422|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30137|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30138|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30139|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30140|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AGG0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76423|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31548|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P00547|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33225|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P46923|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P62601|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AGI8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P00909|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P00895|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AC35|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P16525|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P04693|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A6A0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P26602|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A887|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75728|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P17993|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25534|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AG03|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76373|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39305|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39300|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9W0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P12295|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39177|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8G3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76506|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37749|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37751|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77414|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P71237|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P71244|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45563|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P23841|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46799|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09030|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8I3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33595|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27305|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36879|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P28634|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AA97|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52096|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8U2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47147|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47151|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47152|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47158|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q47679|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77206|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
