organism,gene,<pLDDT>,std
Ecoli,P0ABU0,97.22687719298244,4.910685920824973
Ecoli,P0ABU2,90.49327823691462,12.144695244694123
Ecoli,P0ABU5,98.53880184331788,1.0591538412107282
Ecoli,P0ABU7,90.28278688524593,12.852694637560848
Ecoli,P0ABU9,91.78208695652178,9.8676837065022
Ecoli,P0ABV2,77.62638297872337,15.762339769281192
Ecoli,P0ABV6,78.73211267605639,12.869614275219671
Ecoli,P0ABW0,96.12990566037736,8.313066039207923
Ecoli,P0ABW3,96.06011904761904,2.4768093405906693
Ecoli,P0ABW5,87.84116666666665,12.553005628356722
Ecoli,P0ABW9,87.98753623188408,9.491512364914504
Ecoli,P0ABX2,91.39537313432838,6.400510667210022
Ecoli,P0ABX5,86.7771923076923,7.814924737662254
Ecoli,P0ABX8,85.57974025974025,14.914211080051375
Ecoli,P0ABY2,84.75876033057853,15.265680114960835
Ecoli,P0ABY4,97.2945664739884,4.102121467557799
Ecoli,P0ABY7,86.87807291666665,16.963799782394954
Ecoli,P0ABZ1,81.37882175226582,14.744624279289454
Ecoli,P0ABZ4,96.71154255319148,9.3395469081919
Ecoli,P0ABZ6,90.046168224299,12.470477259291416
Ecoli,P0AC00,96.69861764705875,3.168864822861797
Ecoli,P0AC02,91.16465306122454,11.834466146018846
Ecoli,P0AC05,86.91799999999996,13.381501230567274
Ecoli,P0AC07,92.9143820224719,6.057722335911629
Ecoli,P0AC13,93.3189361702128,10.307833948615867
Ecoli,P0AC16,95.58327868852456,8.386161556018592
Ecoli,P0AC19,93.6035,8.94577094218268
Ecoli,P0AC23,95.34235087719296,9.106946283674198
Ecoli,P0AC26,95.79011194029854,10.42402976920444
Ecoli,P0AC28,94.75901098901096,3.7143890258081576
Ecoli,P0AC30,79.43838068181822,13.557027485876416
Ecoli,P0AC33,96.28541970802924,6.645535821639357
Ecoli,P0AC35,97.2457711442786,3.169897989061777
Ecoli,P0AC38,97.10025104602512,5.68915388291643
Ecoli,P0AC41,96.5506972789116,3.1997892718975134
Ecoli,P0AC44,94.5778260869565,8.764733660737633
Ecoli,P0AC47,96.33467213114751,4.683436839566317
Ecoli,P0AC51,90.87415204678368,11.449074313827666
Ecoli,P0AC53,93.65985743380858,7.683800757005692
Ecoli,P0AC55,92.32821428571428,10.839348887789546
Ecoli,P0AC59,98.58069767441856,0.4075998684804617
Ecoli,P0AC62,92.42602409638556,3.305240431900889
Ecoli,P0AC65,91.8762962962963,14.014556933262831
Ecoli,P0AC69,84.46773913043484,12.389835599910784
Ecoli,P0AC73,93.50610738255024,9.72470856425065
Ecoli,P0AC75,94.29108235294107,5.291446038792542
Ecoli,P0AC78,90.6634877384196,10.561791702475054
Ecoli,P0AC81,97.25459259259262,2.5610289491654816
Ecoli,P0AC84,98.21274900398404,0.9402724941716736
Ecoli,P0AC86,95.02235582822082,5.558839429212418
Ecoli,P0AC88,96.90142091152816,4.135875653112379
Ecoli,P0AC92,96.26315789473682,2.7429649458874774
Ecoli,P0AC94,89.76275167785234,8.44090012315743
Ecoli,P0AC96,88.94356502242147,8.412604523516512
Ecoli,P0AC98,97.00686170212764,6.14386333184977
Ecoli,P0ACA1,97.22009900990096,3.0990349807608206
Ecoli,P0ACA3,94.90382075471705,7.901709632656374
Ecoli,P0ACA7,98.14687499999997,1.1740291995082903
Ecoli,P0ACB0,88.6243099787686,12.917952940604613
Ecoli,P0ACB2,97.96950617283944,2.8899899189172578
Ecoli,P0ACB4,95.49082872928182,6.527498220211571
Ecoli,P0ACB7,90.65547738693463,8.04680536181258
Ecoli,P0ACC1,95.60722021660656,3.765451804346303
Ecoli,P0ACC3,75.36289473684211,13.84930410080734
Ecoli,P0ACC7,96.48462719298236,5.147528860510338
Ecoli,P0ACC9,96.49765432098764,3.1708139592944646
Ecoli,P0ACD2,97.65115384615392,3.162298386651942
Ecoli,P0ACD4,86.67257812499997,7.474150583646378
Ecoli,P0ACD8,96.24324958123944,10.85451559044453
Ecoli,P0ACE0,96.33495590828925,10.488006602479174
Ecoli,P0ACE3,90.03291666666665,9.65964046914043
Ecoli,P0ACE7,95.65907563025216,8.124288513551383
Ecoli,P0ACF0,96.62111111111112,1.8144931612157609
Ecoli,P0ACF4,97.419,1.4197762343255207
Ecoli,P0ACF8,85.60927007299264,10.421067700670172
Ecoli,P0ACG1,83.3444029850747,12.879890464399006
Ecoli,P0ACG4,71.87779999999998,18.59327569741276
Ecoli,P0ACG6,71.97294117647056,17.994504203938472
Ecoli,P0ACG8,91.4454135338346,12.270426181008396
Ecoli,P0ACH1,85.66619565217397,13.344798762259344
Ecoli,P0ACH5,91.92559055118107,10.433227934042764
Ecoli,P0ACH8,85.16586092715225,18.71192702530999
Ecoli,P0ACI0,90.36460207612458,8.73541845410397
Ecoli,P0ACI3,90.10548469387756,9.056146084727708
Ecoli,P0ACI6,96.6151315789473,5.460733995733602
Ecoli,P0ACJ0,93.1925,11.19486257255053
Ecoli,P0ACJ5,96.12868421052634,3.2976591945552687
Ecoli,P0ACJ8,94.051619047619,10.412707860961644
Ecoli,P0ACK2,89.77843866171008,14.019919146635898
Ecoli,P0ACK5,90.75150793650792,11.18966743249937
Ecoli,P0ACK8,91.19954732510288,12.441382005823892
Ecoli,P0ACL0,92.38249999999998,8.442585580832601
Ecoli,P0ACL2,83.52089147286817,19.025589020510484
Ecoli,P0ACL5,87.63527559055112,13.810204051630514
Ecoli,P0ACL7,85.0894186046512,14.70901801284809
Ecoli,P0ACL9,91.42125984251966,8.559610337010573
Ecoli,P0ACM2,94.59706140350876,6.876169288488242
Ecoli,P0ACM5,91.0505645161291,7.261541236744059
Ecoli,P0ACM9,92.524279661017,6.227193500116357
Ecoli,P0ACN2,93.91341269841269,9.227120409526597
Ecoli,P0ACN4,91.09822878228782,14.04543998302162
Ecoli,P0ACN7,89.36961876832842,13.433698954368372
Ecoli,P0ACP1,94.59910179640724,5.689809814060257
Ecoli,P0ACP5,95.06250755287004,5.749218472760105
Ecoli,P0ACP7,95.39683284457472,4.453482863694476
Ecoli,P0ACQ0,90.07081818181823,9.796758752661578
Ecoli,P0ACQ4,91.79793442622947,8.835786771111701
Ecoli,P0ACQ7,89.4353205128204,12.404211284462193
Ecoli,P0ACR0,94.41142857142854,7.090614560269128
Ecoli,P0ACR2,91.28554838709675,9.45114918030098
Ecoli,P0ACR4,93.84242320819112,6.632866089263087
Ecoli,P0ACR7,93.30798701298704,6.789495838432416
Ecoli,P0ACR9,90.0230681818182,10.457591344216125
Ecoli,P0ACS2,81.85961038961041,15.805924989802676
Ecoli,P0ACS5,93.07546099290778,10.236542071510858
Ecoli,P0ACS7,90.78516891891891,12.376321932062895
Ecoli,P0ACS9,93.4236279069768,8.09134380141578
Ecoli,P0ACT2,89.25804545454547,12.33330786925932
Ecoli,P0ACT6,92.55836734693877,11.331408372386502
Ecoli,P0ACU0,95.24632286995516,8.408313946885386
Ecoli,P0ACU2,94.80433962264148,11.155548371530738
Ecoli,P0ACU5,89.26188034188041,15.29576598762138
Ecoli,P0ACU7,95.13581151832464,6.9907500774311
Ecoli,P0ACV0,96.76346405228756,3.662039383292621
Ecoli,P0ACV2,96.15235294117647,5.10656616456495
Ecoli,P0ACV4,85.97372549019609,15.798115047748553
Ecoli,P0ACV6,95.61371900826444,8.06719017027352
Ecoli,P0ACV8,91.7962962962963,9.90766724477544
Ecoli,P0ACW0,91.89078431372546,7.463643341818496
Ecoli,P0ACW2,74.63772727272725,14.098733480132235
Ecoli,P0ACW4,81.60298245614034,14.082717785561222
Ecoli,P0ACW6,92.5262162162162,6.836098283160822
Ecoli,P0ACW8,82.81549019607843,11.79808098615136
Ecoli,P0ACX0,94.51540540540545,4.665167993032408
Ecoli,P0ACX3,96.27603960396036,3.0814308362239
Ecoli,P0ACX5,93.1769565217391,8.508224376542259
Ecoli,P0ACX9,84.55984126984126,15.578507426117508
Ecoli,P0ACY1,95.927868852459,5.774385813554887
Ecoli,P0ACY3,89.47194099378876,7.471475827854073
Ecoli,P0ACY6,84.50554054054055,7.747276355212336
Ecoli,P0ACY9,77.00187500000001,14.559602881524906
Ecoli,P0ACZ2,95.78479729729727,8.141302893072426
Ecoli,P0ACZ4,92.1786764705882,6.31457198285848
Ecoli,P0ACZ8,85.64876651982381,11.95011327515766
Ecoli,P0AD01,89.00945606694557,11.218507204090802
Ecoli,P0AD03,86.25264637002347,12.166812012289546
Ecoli,P0AD05,93.52167420814489,9.328520244776664
Ecoli,P0AD07,95.16108108108108,4.02406328451109
Ecoli,P0AD10,81.97819277108431,10.48015992986798
Ecoli,P0AD12,93.05321167883206,8.870341251535688
Ecoli,P0AD14,88.77966131907306,9.287725328344845
Ecoli,P0AD17,83.21687179487178,12.85698201852165
Ecoli,P0AD19,90.47489177489172,6.906141683578125
Ecoli,P0AD21,80.31622807017547,13.866897753874332
Ecoli,P0AD24,88.7108,16.985474088958092
Ecoli,P0AD27,90.84621160409564,9.124389996887023
Ecoli,P0AD30,88.08970260223052,10.920035842944053
Ecoli,P0AD33,80.45085106382977,16.013720424338683
Ecoli,P0AD35,82.71499999999995,15.37494828726476
Ecoli,P0AD37,84.3585964912281,14.194131285233478
Ecoli,P0AD40,96.36874999999998,4.68253965324018
Ecoli,P0AD42,93.50791469194311,7.797208603224696
Ecoli,P0AD44,81.01198312236289,20.692132850192376
Ecoli,P0AD47,94.84485714285717,8.050671976009587
Ecoli,P0AD49,88.94168141592918,16.000102593844467
Ecoli,P0AD53,95.79377192982454,4.8732989637502495
Ecoli,P0AD57,93.36204334365324,9.039982748037112
Ecoli,P0AD59,89.07286624203819,15.876223140640477
Ecoli,P0AD61,95.74348936170202,5.044762077650401
Ecoli,P0AD65,92.06500789889402,12.750213938976437
Ecoli,P0AD68,90.62207482993205,13.117193594817616
Ecoli,P0AD70,94.09257142857145,12.159166063582694
Ecoli,P0AD79,81.20392857142858,13.653571311797016
Ecoli,P0AD83,52.56318181818183,4.481252753379285
Ecoli,P0AD86,84.03333333333333,7.396629434014319
Ecoli,P0AD89,83.68625,11.000566202284014
Ecoli,P0AD96,95.19016348773836,10.707208144063593
Ecoli,P0AD99,87.69097949886104,9.912261714562684
Ecoli,P0ADA1,91.45067307692304,14.064389207418028
Ecoli,P0ADA3,68.73860158311342,23.20089111874931
Ecoli,P0ADA5,92.21848958333334,11.145084085871291
Ecoli,P0ADA7,75.57097222222222,10.973149066866489
Ecoli,P0ADB1,80.09383928571428,20.69398624020721
Ecoli,P0ADB4,86.6836585365854,4.882843911481356
Ecoli,P0ADB7,90.2972916666667,5.660284422912324
Ecoli,P0ADC1,87.4367875647668,14.215467750271758
Ecoli,P0ADC3,87.90145363408521,11.246243879434584
Ecoli,P0ADC6,88.0361944444444,9.182738257548008
Ecoli,P0ADC8,78.43164179104477,13.936101790867406
Ecoli,P0ADD2,93.5503821656051,8.555309588024448
Ecoli,P0ADD5,92.45917968749998,7.476579245732129
Ecoli,P0ADD7,83.43975103734442,19.35604223213967
Ecoli,P0ADD9,76.99891304347825,7.676127654947333
Ecoli,P0ADE2,95.2670588235294,5.939342917415818
Ecoli,P0ADE4,92.9427036395148,12.025232612307674
Ecoli,P0ADE6,91.78073825503353,8.271990589576363
Ecoli,P0ADE8,96.50417177914102,4.222559456435157
Ecoli,P0ADF0,70.91000000000001,11.048572952454734
Ecoli,P0ADF3,66.61242424242424,5.904128514606374
Ecoli,P0ADF6,95.36144278606976,4.5039406082835365
Ecoli,P0ADF8,82.19281249999996,13.895999102194022
Ecoli,P0ADG1,87.23574712643675,12.745768974081267
Ecoli,P0ADG4,95.80479400749064,4.4608350034051405
Ecoli,P0ADG7,93.67819672131132,6.867810609492526
Ecoli,P0ADH5,90.52375,14.698207728750468
Ecoli,P0ADH7,92.31585858585862,8.025147912051532
Ecoli,P0ADI0,89.27683673469389,7.243058759794389
Ecoli,P0ADI4,95.46687719298244,4.887768593849724
Ecoli,P0ADI7,98.41893617021276,1.5281622032133937
Ecoli,P0ADI9,83.92557692307687,8.679673849212206
Ecoli,P0ADJ3,69.53370967741934,11.309097427531086
Ecoli,P0ADJ5,73.37777777777778,14.643646809696186
Ecoli,P0ADJ8,87.10689655172415,14.863500145507633
Ecoli,P0ADK0,88.6477542372881,14.637759667795583
Ecoli,P0ADK4,90.44616822429904,8.523438892321563
Ecoli,P0ADK6,95.79710714285714,6.031577546778796
Ecoli,P0ADK8,90.07049999999998,6.863758913064085
Ecoli,P0ADL1,91.63409090909094,12.178041898293174
Ecoli,P0ADL3,90.81519999999996,11.659530334737616
Ecoli,P0ADL6,72.92525000000002,8.33509377696696
Ecoli,P0ADM0,80.9235652173913,10.062408665860785
Ecoli,P0ADM4,67.66781818181819,7.293415882813034
Ecoli,P0ADM6,79.67027522935781,18.12483601741527
Ecoli,P0ADM8,88.93847389558232,14.64647384405474
Ecoli,P0ADN0,84.35345755693572,12.336891277343144
Ecoli,P0ADN2,82.03151785714286,15.94848560935564
Ecoli,P0ADN6,73.40835820895522,11.22460684376337
Ecoli,P0ADP0,95.43113445378144,6.74796296486573
Ecoli,P0ADP2,96.2254193548387,4.023484485466135
Ecoli,P0ADP5,83.05244147157185,9.67380964438892
Ecoli,P0ADP7,73.83457711442786,16.852411196313287
Ecoli,P0ADP9,77.61224719101122,11.161751881424893
Ecoli,P0ADQ2,87.61945288753797,15.61207142466217
Ecoli,P0ADQ5,76.9201388888889,19.65210530798839
Ecoli,P0ADQ7,66.49211009174313,13.039252812034004
Ecoli,P0ADR0,84.94619718309863,8.414073784514828
Ecoli,P0ADR2,94.17847328244277,9.986397960927604
Ecoli,P0ADR6,95.39516393442626,9.584172936397009
Ecoli,P0ADR8,92.80462555066076,9.185315215532148
Ecoli,P0ADS2,92.68715596330271,8.913772365447466
Ecoli,P0ADS6,85.45024390243898,17.14519108019167
Ecoli,P0ADS9,84.57271966527192,18.635962436930942
Ecoli,P0ADT2,75.87838565022422,17.171863891304817
Ecoli,P0ADT5,96.53437823834192,2.712806942007512
Ecoli,P0ADT8,78.48320388349516,13.322095939474668
Ecoli,P0ADU2,98.00951923076924,1.157530843423333
Ecoli,P0ADU5,84.8942307692308,17.815675978253818
Ecoli,P0ADU7,76.85178571428567,15.961828809822563
Ecoli,P0ADV1,84.00621621621619,20.108752908144705
Ecoli,P0ADV5,94.97337313432844,8.9648395259727
Ecoli,P0ADV7,91.73962085308054,13.706726644479511
Ecoli,P0ADV9,91.0065445026178,11.89748055501332
Ecoli,P0ADW3,77.27454545454547,14.54492832381458
Ecoli,P0ADW6,95.41928802588995,5.014869425089556
Ecoli,P0ADW8,77.86393939393938,14.559835775670985
Ecoli,P0ADX1,97.21350746268656,2.1767020300344857
Ecoli,P0ADX5,96.57345454545458,4.304852745103458
Ecoli,P0ADX7,61.26075342465758,16.390188473579997
Ecoli,P0ADX9,91.09050505050504,14.532677902494475
Ecoli,P0ADY1,91.81096308186196,9.328758037397389
Ecoli,P0ADY3,95.68536585365852,3.367848289624023
Ecoli,P0ADY7,96.40691176470584,3.688458253299362
Ecoli,P0ADZ0,91.48340000000002,11.702867017957608
Ecoli,P0ADZ4,94.131797752809,5.163879205934052
Ecoli,P0ADZ7,82.59672727272726,15.49625943774766
Ecoli,P0AE01,91.76109756097564,9.848609122149602
Ecoli,P0AE06,84.9357682619647,16.86296725704111
Ecoli,P0AE08,97.49652406417115,3.1271644402855903
Ecoli,P0AE12,90.93776859504128,10.601271402591786
Ecoli,P0AE14,84.50514084507041,9.294521916495706
Ecoli,P0AE16,87.99012219959268,8.057064602287477
Ecoli,P0AE18,97.95125000000004,3.6944627318317806
Ecoli,P0AE22,93.80919831223623,12.918186301953549
Ecoli,P0AE24,88.87644067796612,9.10578283154691
Ecoli,P0AE26,89.31289634146344,13.31009095327214
Ecoli,P0AE28,93.1607111111111,4.897591374553288
Ecoli,P0AE30,93.6132432432432,6.163147984997348
Ecoli,P0AE34,90.4476470588235,9.381330710098608
Ecoli,P0AE37,94.68683139534882,6.864167374053049
Ecoli,P0AE39,90.04618852459014,12.102970126480988
Ecoli,P0AE42,96.1046153846154,5.15061776038656
Ecoli,P0AE45,86.31085011185672,13.095286331712057
Ecoli,P0AE48,80.10256637168145,13.257476486657156
Ecoli,P0AE52,97.7765384615385,2.26384703599136
Ecoli,P0AE56,92.8075,12.779059164312526
Ecoli,P0AE58,75.95824427480913,19.820953308234195
Ecoli,P0AE60,74.46662500000001,13.6341118104325
Ecoli,P0AE63,87.03500000000004,10.416288421202834
Ecoli,P0AE67,97.09875968992247,3.711382451586065
Ecoli,P0AE70,93.57207207207206,8.593054089751805
Ecoli,P0AE72,92.84597560975608,4.652418689019905
Ecoli,P0AE74,91.63501026694053,6.665524001569595
Ecoli,P0AE76,94.04878453038675,7.933091032457869
Ecoli,P0AE78,85.82852739726032,15.90652311556368
Ecoli,P0AE82,85.54439824945297,9.378152629305664
Ecoli,P0AE85,77.8217469879518,22.424586924963904
Ecoli,P0AE88,92.31012931034486,11.130188115359005
Ecoli,P0AE91,87.11847133757959,13.75314917802002
Ecoli,P0AE95,84.72356589147284,12.92505149996185
Ecoli,P0AE98,71.66847826086956,14.16470679889996
Ecoli,P0AEA2,89.92602888086641,9.56009131562376
Ecoli,P0AEA5,94.8453378378378,9.818691628280776
Ecoli,P0AEA8,93.86010940919036,7.175880048733148
Ecoli,P0AEB0,89.8181099656358,11.052156615049284
Ecoli,P0AEB2,91.90870967741937,15.041055059166696
Ecoli,P0AEB5,91.35309037900868,8.493493809780984
Ecoli,P0AEB7,97.97456140350876,2.4793141172194466
Ecoli,P0AEC0,81.09011583011586,15.22330296842432
Ecoli,P0AEC3,81.19314910025696,14.18193523006645
Ecoli,P0AEC5,80.30472766884537,13.443176135899762
Ecoli,P0AEC8,82.70500920810316,11.95534296322106
Ecoli,P0AED0,84.54055555555554,13.907321052525704
Ecoli,P0AED5,91.20096330275231,10.10469172927148
Ecoli,P0AED7,96.57071999999994,3.9586099599396416
Ecoli,P0AED9,90.82637711864407,14.835307653981769
Ecoli,P0AEE1,83.20702702702704,20.428676567427637
Ecoli,P0AEE3,87.48005633802816,14.568852768242992
Ecoli,P0AEE5,94.2869879518072,12.711530553000092
Ecoli,P0AEE8,90.4991007194244,15.61510155821309
Ecoli,P0AEF0,85.9224081632653,10.695701573993796
Ecoli,P0AEF4,86.62469026548669,13.537980109124032
Ecoli,P0AEF8,90.25589970501473,7.144094080968456
Ecoli,P0AEG1,91.71603333333334,9.77345475930708
Ecoli,P0AEG4,93.21721153846156,12.104259577388031
Ecoli,P0AEG6,91.99737288135591,12.561045239351197
Ecoli,P0AEG8,95.48822580645158,4.214212712680878
Ecoli,P0AEH1,92.9032666666667,4.777275303861909
Ecoli,P0AEH3,94.86803921568624,7.077891202027845
Ecoli,P0AEH5,66.40168316831685,12.717828685505836
Ecoli,P0AEH8,90.49777777777776,7.443028428396025
Ecoli,P0AEI1,90.86584388185652,10.56374241562754
Ecoli,P0AEI4,93.8145578231292,7.332914326120972
Ecoli,P0AEI6,95.71333333333338,8.447821005357659
Ecoli,P0AEJ0,89.28550781250006,10.543011613516862
Ecoli,P0AEJ2,94.77585677749364,10.744171284622098
Ecoli,P0AEJ4,81.3487555555556,12.380548229030817
Ecoli,P0AEJ6,97.50070640176595,1.8287181568035669
Ecoli,P0AEJ8,95.7155789473684,2.972797270617081
Ecoli,P0AEK0,95.99154545454545,4.772749386095957
Ecoli,P0AEK2,97.3409016393443,3.58005552299154
Ecoli,P0AEK4,96.15503816793895,5.27167128416731
Ecoli,P0AEK7,95.36423963133636,4.936084429075734
Ecoli,P0AEL0,94.12284360189572,6.971249724376216
Ecoli,P0AEL3,84.21066666666667,7.120179460909364
Ecoli,P0AEL6,90.90050314465404,15.350381319859272
Ecoli,P0AEL8,88.6645238095238,13.240017156221974
Ecoli,P0AEM0,81.12671140939598,8.589761381701345
Ecoli,P0AEM4,71.08092783505153,20.694260775297803
Ecoli,P0AEM6,79.16058577405856,16.720841793536707
Ecoli,P0AEM9,90.51236842105268,14.791880114539616
Ecoli,P0AEN1,96.16502145922748,3.5069151948812305
Ecoli,P0AEN4,78.98611570247934,14.924805707549448
Ecoli,P0AEN8,97.16857142857144,2.613384114632261
Ecoli,P0AEP1,88.56821120689656,9.214385844889234
Ecoli,P0AEP3,95.08006622516552,7.598113176090089
Ecoli,P0AEP7,97.28861720067457,2.3274472935073947
Ecoli,P0AEP9,95.07490981963925,7.232761424070256
Ecoli,P0AEQ1,96.65388059701492,4.671943714910869
Ecoli,P0AEQ3,92.45266129032258,14.09478367299412
Ecoli,P0AEQ6,94.04867579908678,6.770778644437536
Ecoli,P0AER0,93.33967971530252,15.693235012715563
Ecoli,P0AER3,93.86313008130084,9.225534970241233
Ecoli,P0AER5,93.28169642857142,7.215946117601634
Ecoli,P0AER8,89.80241895261848,10.908924868179769
Ecoli,P0AES0,95.1668659127626,7.577259204987318
Ecoli,P0AES2,97.88060538116594,4.71934320707441
Ecoli,P0AES4,87.05712000000007,15.639007317506715
Ecoli,P0AES6,87.68725124378109,10.454786391367133
Ecoli,P0AES9,81.70854545454546,20.148577339191675
Ecoli,P0AET2,71.93324074074071,19.154112691955167
Ecoli,P0AET5,91.65157894736844,10.512621117974485
Ecoli,P0AET8,97.30082352941172,3.286754121490173
Ecoli,P0AEU0,93.7967692307692,12.40735180418849
Ecoli,P0AEU3,90.46567226890753,11.201298514618774
Ecoli,P0AEU7,91.16975155279503,14.95206510385609
Ecoli,P0AEV1,84.9776557863502,13.631964688563455
Ecoli,P0AEV4,88.28477124183003,12.60865856065996
Ecoli,P0AEV7,80.64911764705882,21.15810936422515
Ecoli,P0AEV9,89.80564102564104,12.46873871335456
Ecoli,P0AEW1,90.99935185185184,8.857399320796828
Ecoli,P0AEW4,95.3111272727272,5.830232601174815
Ecoli,P0AEW6,88.7745391705069,16.309282403881898
Ecoli,P0AEW9,94.58099358974358,5.278164317645053
Ecoli,P0AEX3,86.8289814814815,13.090387725903
Ecoli,P0AEX5,93.1253633217992,7.486807818021204
Ecoli,P0AEX7,89.11623376623376,8.185290780792858
Ecoli,P0AEX9,94.45929292929294,12.557198024532534
Ecoli,P0AEY1,83.34615384615391,13.730877518363316
Ecoli,P0AEY3,94.23695817490488,5.5454353395125375
Ecoli,P0AEY5,97.54782383419683,2.923873048932068
Ecoli,P0AEY8,93.08946341463424,11.194568944734655
Ecoli,P0AEZ1,95.15263513513516,6.332572207149755
Ecoli,P0AEZ3,94.14574074074072,9.655219160842272
Ecoli,P0AEZ7,79.84019911504426,22.68004419321909
Ecoli,P0AEZ9,97.49605882352944,5.309848928509982
Ecoli,P0AF01,92.91537117903935,7.190841547051537
Ecoli,P0AF03,96.02158974358976,8.207002140817437
Ecoli,P0AF06,80.50620129870127,17.4284563785408
Ecoli,P0AF08,91.6372899728997,10.897783058153728
Ecoli,P0AF10,89.15697435897434,12.65445516254576
Ecoli,P0AF12,95.9927586206897,5.455512963998594
Ecoli,P0AF16,89.88908023483367,8.598320009270456
Ecoli,P0AF18,98.42078534031418,1.3034777930837873
Ecoli,P0AF20,93.51955665024636,10.816339072738332
Ecoli,P0AF24,97.12168,2.714035736242248
Ecoli,P0AF26,85.47211864406783,17.485665623332967
Ecoli,P0AF28,89.99828703703712,9.791895048448588
Ecoli,P0AF32,96.4372123893805,3.3813882470095984
Ecoli,P0AF34,83.7882876712329,9.082713549600394
Ecoli,P0AF36,96.07172839506174,5.290768291223491
Ecoli,P0AF40,89.21260504201678,8.608511955483692
Ecoli,P0AF43,89.48963167587479,11.11200932529994
Ecoli,P0AF45,53.88112500000001,10.01903138952938
Ecoli,P0AF48,97.49282608695655,1.7496310124992591
Ecoli,P0AF50,91.68703389830507,6.026237872599785
Ecoli,P0AF52,82.75427616926503,11.859219618293226
Ecoli,P0AF54,80.14528846153847,12.684491815169324
Ecoli,P0AF56,93.64131004366811,13.31705345390886
Ecoli,P0AF59,92.85868421052628,3.874908943617855
Ecoli,P0AF61,88.054387755102,11.543055697224968
Ecoli,P0AF63,94.90397163120572,5.418592876859514
Ecoli,P0AF67,94.68705882352944,5.064451383918025
Ecoli,P0AF70,67.95042735042736,16.430229508370036
Ecoli,P0AF73,90.13307692307691,6.880432214303205
Ecoli,P0AF76,94.66563909774432,4.051610160455464
Ecoli,P0AF78,76.86711206896548,19.268258287549408
Ecoli,P0AF80,88.36537878787887,6.37876239602986
Ecoli,P0AF82,81.61109890109887,14.925254757009917
Ecoli,P0AF86,87.21725274725274,12.390229761852822
Ecoli,P0AF90,87.67405797101446,13.69770808278805
Ecoli,P0AF93,97.81882812499992,2.495157692002448
Ecoli,P0AF96,97.5729333333333,2.163580842543727
Ecoli,P0AF98,83.76524590163936,12.315473022145945
Ecoli,P0AFA2,83.99222408026745,14.11166032377483
Ecoli,P0AFA5,85.07677852349005,10.482993966801429
Ecoli,P0AFA7,90.70212475633524,7.422711996308853
Ecoli,P0AFA9,91.73469314079418,10.597177898783846
Ecoli,P0AFB1,91.63030612244896,15.235714472400709
Ecoli,P0AFB5,89.90489971346702,8.287011641882334
Ecoli,P0AFB8,86.30057569296376,13.723910526437455
Ecoli,P0AFC0,95.58486666666668,7.81491469236158
Ecoli,P0AFC3,81.2609523809524,13.235016445681522
Ecoli,P0AFC7,85.94109090909092,11.162351971568988
Ecoli,P0AFD1,93.05506024096388,13.251158382962108
Ecoli,P0AFD4,88.84627692307694,7.009925709049314
Ecoli,P0AFD6,93.84733333333334,4.845687154573643
Ecoli,P0AFE0,86.53195652173909,13.409286994235073
Ecoli,P0AFE4,95.00180000000002,6.160303787963708
Ecoli,P0AFE8,93.79754420432212,6.691684372794269
Ecoli,P0AFF0,94.2679999999999,6.158403120102704
Ecoli,P0AFF2,91.27824999999986,8.235197018742175
Ecoli,P0AFF4,91.17495215311006,10.937848564402708
Ecoli,P0AFF6,86.65935353535352,8.15569880613715
Ecoli,P0AFG0,74.05955801104975,14.297258007918066
Ecoli,P0AFG3,93.81766345123256,9.2679916916266
Ecoli,P0AFG6,85.38970370370367,17.442684523002722
Ecoli,P0AFG8,96.04223224351736,6.9179467746056815
Ecoli,P0AFH0,95.25614035087716,5.858281713546422
Ecoli,P0AFH2,89.93578431372549,6.640050018948127
Ecoli,P0AFH6,88.51586092715223,10.595387120455504
Ecoli,P0AFH8,81.64865671641793,20.982101509804224
Ecoli,P0AFI0,96.83418439716318,5.915386674774269
Ecoli,P0AFI2,93.3064494680851,8.438312767794718
Ecoli,P0AFI5,90.67132258064512,15.07812929674932
Ecoli,P0AFI7,94.72532110091744,6.513969050187639
Ecoli,P0AFI9,85.44864022662894,11.828089310390997
Ecoli,P0AFJ1,78.93135135135134,10.548835167878716
Ecoli,P0AFJ5,87.67956331877734,11.11006368537788
Ecoli,P0AFJ7,87.20993987975947,11.926901918568086
Ecoli,P0AFK0,96.6978444444444,5.333698822708123
Ecoli,P0AFK2,90.71142259414223,7.260123192563952
Ecoli,P0AFK4,91.30952727272722,7.028989488616011
Ecoli,P0AFK6,86.83666666666673,11.722962811111662
Ecoli,P0AFK9,92.59689655172416,13.285115823265311
Ecoli,P0AFL1,87.84024911032034,8.548535635053547
Ecoli,P0AFL3,91.61215789473684,15.941953095570977
Ecoli,P0AFL6,92.8234892787524,8.676330650449414
Ecoli,P0AFL9,87.57306954436461,10.555907442982052
Ecoli,P0AFM2,94.72324242424246,11.236798750238064
Ecoli,P0AFM4,76.80735849056603,16.78627597017743
Ecoli,P0AFM6,85.31554054054055,14.034798914258507
Ecoli,P0AFM9,86.55094594594594,11.29434266047446
Ecoli,P0AFN2,64.19445378151259,15.491533588929776
Ecoli,P0AFN6,84.21039062500004,8.153901089197252
Ecoli,P0AFP0,91.4067149758454,9.767614824180152
Ecoli,P0AFP2,87.20643410852713,18.82998906159034
