Entry	Entry Name	Length
P0AFV4	MEPS_ECOLI	188
P0AFW0	RFAH_ECOLI	162
P0AFW2	RMF_ECOLI	55
P0AFX0	HPF_ECOLI	95
P0AFX7	RSEA_ECOLI	216
P0AFX9	RSEB_ECOLI	318
P0AFY6	SBMA_ECOLI	406
P0AFY8	SEQA_ECOLI	181
P0AFZ3	SSPB_ECOLI	165
P0AFZ5	SULA_ECOLI	169
P0AG07	RPE_ECOLI	225
P0AG11	UMUD_ECOLI	139
P0AG16	PUR1_ECOLI	505
P0AG18	PURE_ECOLI	169
P0AG20	RELA_ECOLI	744
P0AG24	SPOT_ECOLI	702
P0AG30	RHO_ECOLI	419
P0AG55	RL6_ECOLI	177
P0AG59	RS14_ECOLI	101
P0AG63	RS17_ECOLI	84
P0AG67	RS1_ECOLI	557
P0AG74	RUSA_ECOLI	120
P0AG80	UGPB_ECOLI	438
P0AG86	SECB_ECOLI	155
P0AG90	SECD_ECOLI	615
P0AG93	SECF_ECOLI	323
P0AG96	SECE_ECOLI	127
P0AG99	SECG_ECOLI	110
P0AGA2	SECY_ECOLI	443
P0AGB0	SERB_ECOLI	322
P0AGB3	RPOH_ECOLI	284
P0AGB6	RPOE_ECOLI	191
P0AGC0	UHPT_ECOLI	463
P0AGC3	SLT_ECOLI	645
P0AGD1	SODC_ECOLI	173
P0AGD3	SODF_ECOLI	193
P0AGD7	SRP54_ECOLI	453
P0AGE0	SSB_ECOLI	178
P0AGE4	SSTT_ECOLI	414
P0AGE6	CHRR_ECOLI	188
P0AGE9	SUCD_ECOLI	289
P0AGF2	CSDE_ECOLI	147
P0AGF4	XYLE_ECOLI	491
P0AGF6	TDCB_ECOLI	329
P0AGG0	THIL_ECOLI	325
P0AGG2	TESB_ECOLI	286
P0AGI1	RBSC_ECOLI	321
P0AGJ9	SYY_ECOLI	424
P0AGK1	UBIA_ECOLI	290
P0AGM7	URAA_ECOLI	429
P0C018	RL18_ECOLI	117
P0C037	PPNP_ECOLI	94
P0C054	IBPA_ECOLI	137
P0C058	IBPB_ECOLI	142
P0C077	RELE_ECOLI	95
P0C079	RELB_ECOLI	79
P0C093	SLMA_ECOLI	198
P0C0K3	SRKA_ECOLI	328
P0C0L2	OSMC_ECOLI	143
P0C0L7	PROP_ECOLI	500
P0C0R7	RLME_ECOLI	209
P0C0S1	MSCS_ECOLI	286
P0C0T5	MEPA_ECOLI	274
P0C0V0	DEGP_ECOLI	474
P0C7L2	PAAJ_ECOLI	401
P0CE47	EFTU1_ECOLI	394
P0CE48	EFTU2_ECOLI	394
P0CG19	RNPH_ECOLI	228
P0DM85	CRFC_ECOLI	742
P0DMC5	RCSC_ECOLI	949
P0DMC7	RCSB_ECOLI	216
P0DP90	ILVG_ECOLI	548
P0DTT0	BIPA_ECOLI	607
P10026	TRAM1_ECOLI	127
P10121	FTSY_ECOLI	497
P10378	ENTE_ECOLI	536
P10408	SECA_ECOLI	901
P10443	DPO3A_ECOLI	1160
P10902	NADB_ECOLI	540
P10903	NARK_ECOLI	463
P10905	UGPA_ECOLI	295
P10906	UGPE_ECOLI	281
P10907	UGPC_ECOLI	356
P10908	UGPQ_ECOLI	247
P11071	ACEK_ECOLI	578
P11349	NARH_ECOLI	512
P11350	NARI_ECOLI	225
P11454	ENTF_ECOLI	1293
P11458	NADA_ECOLI	347
P11551	FUCP_ECOLI	438
P11557	DAMX_ECOLI	428
P11667	ARGO_ECOLI	211
P11868	TDCD_ECOLI	402
P11880	MURF_ECOLI	452
P12008	AROC_ECOLI	361
P12281	MOEA_ECOLI	411
P12282	MOEB_ECOLI	249
P12295	UNG_ECOLI	229
P12758	UDP_ECOLI	253
P12995	BIOA_ECOLI	429
P12996	BIOB_ECOLI	346
P12998	BIOF_ECOLI	384
P13000	BIOD1_ECOLI	225
P13001	BIOH_ECOLI	256
P13009	METH_ECOLI	1227
P13029	KATG_ECOLI	726
P13035	GLPD_ECOLI	501
P13036	FECA_ECOLI	774
P13039	FES_ECOLI	400
P13445	RPOS_ECOLI	330
P13458	SBCC_ECOLI	1048
P13482	TREA_ECOLI	565
P13518	CSRD_ECOLI	646
P13656	CHIA_ECOLI	897
P13738	NHAA_ECOLI	388
P14081	SELB_ECOLI	614
P14175	PROV_ECOLI	400
P14176	PROW_ECOLI	354
P14294	TOP3_ECOLI	653
P14375	ZRAR_ECOLI	441
P14377	ZRAS_ECOLI	465
P14407	FUMB_ECOLI	548
P14565	TRAI1_ECOLI	1756
P14900	MURD_ECOLI	438
P15005	MCRB_ECOLI	459
P15028	FECB_ECOLI	300
P15029	FECD_ECOLI	318
P15030	FECC_ECOLI	332
P15034	AMPP_ECOLI	441
P15042	DNLJ_ECOLI	671
P15043	RECQ_ECOLI	609
P15047	ENTA_ECOLI	248
P15067	GLGX_ECOLI	657
P15254	PUR4_ECOLI	1295
P15288	PEPD_ECOLI	485
P15373	PRLF_ECOLI	111
P15640	PUR2_ECOLI	429
P15723	DGTP_ECOLI	505
P15770	AROE_ECOLI	272
P15877	DHG_ECOLI	796
P15993	AROP_ECOLI	457
P16384	MIAA_ECOLI	316
P16456	SELD_ECOLI	347
P16528	ICLR_ECOLI	274
P16659	SYP_ECOLI	572
P16686	PHNH_ECOLI	194
P16687	PHNI_ECOLI	354
P16688	PHNJ_ECOLI	281
P16692	PHNP_ECOLI	252
P16703	CYSM_ECOLI	303
P16869	FHUE_ECOLI	729
P16926	MREC_ECOLI	367
P17109	MEND_ECOLI	556
P17115	GUTQ_ECOLI	321
P17117	NFSA_ECOLI	240
P17169	GLMS_ECOLI	609
P17411	CHBF_ECOLI	450
P17443	MURG_ECOLI	355
P17444	BETA_ECOLI	556
P17445	BETB_ECOLI	490
P17846	CYSI_ECOLI	570
P17854	CYSH_ECOLI	244
P17888	PRIA_ECOLI	732
P17952	MURC_ECOLI	491
P17993	UBIG_ECOLI	240
P18196	MINC_ECOLI	231
P18200	PGPA_ECOLI	172
P18335	ARGD_ECOLI	406
P18775	DMSA_ECOLI	814
P18776	DMSB_ECOLI	205
P18843	NADE_ECOLI	275
P18956	GGT_ECOLI	580
P19318	NARY_ECOLI	514
P19319	NARZ_ECOLI	1246
P19624	PDXA_ECOLI	329
P19636	EUTC_ECOLI	295
P19642	PTOCB_ECOLI	530
P19925	ENTD_ECOLI	206
P19926	AGP_ECOLI	413
P19934	TOLA_ECOLI	421
P20083	PARE_ECOLI	630
P20966	PTFBC_ECOLI	563
P21151	FADA_ECOLI	387
P21156	CYSD_ECOLI	302
P21165	PEPQ_ECOLI	443
P21170	SPEA_ECOLI	658
P21177	FADB_ECOLI	729
P21179	CATE_ECOLI	753
P21338	RNI_ECOLI	268
P21369	PNCA_ECOLI	213
P21437	GLPX2_ECOLI	321
P21499	RNR_ECOLI	813
P21507	SRMB_ECOLI	444
P21513	RNE_ECOLI	1061
P21514	PDEL_ECOLI	362
P21599	KPYK2_ECOLI	480
P21645	LPXD_ECOLI	341
P21693	DBPA_ECOLI	457
P21829	YBHA_ECOLI	272
P21865	KDPD_ECOLI	894
P21888	SYC_ECOLI	461
P22106	ASNB_ECOLI	554
P22188	MURE_ECOLI	495
P22255	CYSQ_ECOLI	246
P22256	GABT_ECOLI	426
P22259	PCKA_ECOLI	540
P22333	ADD_ECOLI	333
P22523	MUKB_ECOLI	1486
P22525	YCBB_ECOLI	615
P22564	RIHC_ECOLI	304
P22634	MURI_ECOLI	285
P22729	LIVM_ECOLI	425
P22731	LIVF_ECOLI	237
P23003	TRMA_ECOLI	366
P23256	MALY_ECOLI	390
P23367	MUTL_ECOLI	615
P23484	FECI_ECOLI	173
P23485	FECR_ECOLI	317
P23522	GARL_ECOLI	256
P23538	PPSA_ECOLI	792
P23721	SERC_ECOLI	362
P23827	ECOT_ECOLI	162
P23836	PHOP_ECOLI	223
P23837	PHOQ_ECOLI	486
P23843	OPPA_ECOLI	543
P23845	CYSN_ECOLI	475
P23847	DPPA_ECOLI	535
P23857	PSPE_ECOLI	104
P23865	PRC_ECOLI	682
P23872	AES_ECOLI	319
P23873	HIPB_ECOLI	88
P23874	HIPA_ECOLI	440
P23882	FMT_ECOLI	315
P23883	PUUC_ECOLI	495
P23886	CYDC_ECOLI	573
P23890	CADC_ECOLI	512
P23893	GSA_ECOLI	426
P23894	HTPX_ECOLI	293
P23895	EMRE_ECOLI	110
P23908	ARGE_ECOLI	383
P23909	MUTS_ECOLI	853
P23930	LNT_ECOLI	512
P24171	DCP_ECOLI	681
P24173	WAAC_ECOLI	319
P24177	ACRD_ECOLI	1037
P24182	ACCC_ECOLI	449
P24183	FDNG_ECOLI	1015
P24186	FOLD_ECOLI	288
P24188	TRHO_ECOLI	350
P24192	HYPD_ECOLI	373
P24193	HYPE_ECOLI	336
P24203	YJIA_ECOLI	318
P24207	PHEP_ECOLI	458
P24215	UXUA_ECOLI	394
P24224	ACPS_ECOLI	126
P24228	DACB_ECOLI	477
P24230	RECG_ECOLI	693
P24232	HMP_ECOLI	396
P24554	RADA_ECOLI	460
P25397	TEHB_ECOLI	197
P25437	FRMA_ECOLI	369
P25516	ACNA_ECOLI	891
P25519	HFLX_ECOLI	426
P25522	MNME_ECOLI	454
P25524	CODA_ECOLI	427
P25526	GABD_ECOLI	482
P25527	GABP_ECOLI	466
P25534	UBIH_ECOLI	392
P25535	UBII_ECOLI	400
P25536	NTPPA_ECOLI	197
P25539	RIBD_ECOLI	367
P25552	GPPA_ECOLI	494
P25553	ALDA_ECOLI	479
P25665	METE_ECOLI	753
P25714	YIDC_ECOLI	548
P25718	AMY1_ECOLI	676
P25737	LYSP_ECOLI	489
P25740	WAAG_ECOLI	374
P25745	MNMA_ECOLI	368
P25888	RHLE_ECOLI	454
P25889	PREA_ECOLI	411
P25894	LOIP_ECOLI	252
P26458	APPB_ECOLI	378
P26459	APPC_ECOLI	514
P26602	UBIC_ECOLI	165
P26616	MAO1_ECOLI	565
P26648	FTSP_ECOLI	470
P27125	RHAT_ECOLI	344
P27128	WAAO_ECOLI	339
P27243	WAAL_ECOLI	419
P27249	GLND_ECOLI	890
P27250	AHR_ECOLI	339
P27278	NADR_ECOLI	410
P27296	DING_ECOLI	716
P27302	TKT1_ECOLI	663
P27303	EMRA_ECOLI	390
P27306	STHA_ECOLI	466
P27431	ROXA_ECOLI	373
P27434	RODZ_ECOLI	337
P27550	ACSA_ECOLI	652
P27828	WECB_ECOLI	376
P27829	WECC_ECOLI	420
P27830	RMLB2_ECOLI	355
P27833	WECE_ECOLI	376
P27837	THRP_ECOLI	461
P27838	CYAY_ECOLI	106
P27848	YIGL_ECOLI	266
P27859	TATD_ECOLI	260
P28246	BCR_ECOLI	396
P28248	DCD_ECOLI	193
P28305	PABC_ECOLI	269
P28306	MLTG_ECOLI	340
P28629	ADIA_ECOLI	755
P28630	HOLA_ECOLI	343
P28631	HOLB_ECOLI	334
P28632	HOLD_ECOLI	137
P28861	FENR_ECOLI	248
P28903	NRDD_ECOLI	712
P28905	HOLC_ECOLI	147
P29018	CYDD_ECOLI	588
P29131	FTSN_ECOLI	319
P29745	PEPT_ECOLI	408
P30011	NADC_ECOLI	297
P30014	RNT_ECOLI	215
P30125	LEU3_ECOLI	363
P30131	HYPF_ECOLI	750
P30138	THIF_ECOLI	251
P30139	THIG_ECOLI	256
P30140	THIH_ECOLI	377
P30147	HYI_ECOLI	258
P30176	RIBX_ECOLI	160
P30178	HCXB_ECOLI	361
P30745	MOAA_ECOLI	329
P30748	MOAD_ECOLI	81
P30749	MOAE_ECOLI	150
P30750	METN_ECOLI	343
P30844	BASS_ECOLI	363
P30847	BAES_ECOLI	467
P30850	RNB_ECOLI	644
P30855	EVGS_ECOLI	1197
P30870	GLNE_ECOLI	946
P30958	MFD_ECOLI	1148
P31057	PANB_ECOLI	264
P31069	KCH_ECOLI	417
P31119	AAS_ECOLI	719
P31120	GLMM_ECOLI	445
P31129	DGCZ_ECOLI	296
P31133	POTF_ECOLI	370
P31134	POTG_ECOLI	377
P31142	THTM_ECOLI	281
P31224	ACRB_ECOLI	1049
P31460	DGOR_ECOLI	229
P31466	ADEP_ECOLI	445
P31473	RAVA_ECOLI	498
P31545	EFEB_ECOLI	423
P31547	METI_ECOLI	217
P31550	THIB_ECOLI	327
P31551	CAID_ECOLI	261
P31552	CAIC_ECOLI	517
P31553	CAIT_ECOLI	504
P31554	LPTD_ECOLI	784
P31572	CAIB_ECOLI	405
P31658	HCHA_ECOLI	283
P31660	PRPC_ECOLI	389
P31663	PANC_ECOLI	283
P31667	RPNA_ECOLI	292
P31677	OTSA_ECOLI	474
P31678	OTSB_ECOLI	266
P31806	NNR_ECOLI	515
P31979	NUOF_ECOLI	445
P31992	PPTA_ECOLI	77
P32055	FCL_ECOLI	321
P32056	GMM_ECOLI	159
P32099	LPLA_ECOLI	338
P32131	HEMN_ECOLI	457
P32138	SQASE_ECOLI	678
P32140	SQUS_ECOLI	413
P32143	SQUV_ECOLI	298
P32156	RHAM_ECOLI	104
P32166	MENA_ECOLI	308
P32169	RHAD_ECOLI	274
P32170	RHAA_ECOLI	419
P32171	RHAB_ECOLI	489
P32173	MOBA_ECOLI	194
P32176	FDOG_ECOLI	1016
P32177	FDHD_ECOLI	277
P32662	GPH_ECOLI	252
P32664	NUDC_ECOLI	257
P32684	RLUF_ECOLI	290
P32695	DUSA_ECOLI	345
P32705	ACTP_ECOLI	549
P32717	LPAKS_ECOLI	661
P32719	ALSE_ECOLI	231
P33013	DACD_ECOLI	388
P33015	TSUA_ECOLI	352
P33018	SFGH2_ECOLI	278
P33022	RIHB_ECOLI	313
P33025	PSUG_ECOLI	312
P33195	GCSP_ECOLI	957
P33219	YEBF_ECOLI	118
P33221	PURT_ECOLI	392
P33224	AIDB_ECOLI	541
P33225	TORA_ECOLI	848
P33226	TORC_ECOLI	390
P33231	LLDP_ECOLI	551
P33232	LLDD_ECOLI	396
P33371	DUSC_ECOLI	315
P33599	NUOCD_ECOLI	596
P33602	NUOG_ECOLI	908
P33607	NUOL_ECOLI	613
P33643	RLUD_ECOLI	326
P33644	PURNU_ECOLI	243
P33647	CHPB_ECOLI	116
P33650	FEOB_ECOLI	773
P33667	SELU_ECOLI	364
P33919	RADD_ECOLI	586
P33937	NAPA_ECOLI	828
P35340	AHPF_ECOLI	521
P36548	AMIA_ECOLI	289
P36553	HEM6_ECOLI	299
P36566	CMOM_ECOLI	261
P36649	CUEO_ECOLI	516
P36655	DSBD_ECOLI	565
P36672	PTTBC_ECOLI	473
P36675	ARFA_ECOLI	72
P36680	ZAPD_ECOLI	247
P36683	ACNB_ECOLI	865
P36837	DTPB_ECOLI	489
P36929	RSMB_ECOLI	429
P36937	KDPF_ECOLI	29
P36979	RLMN_ECOLI	384
P37001	PAGP_ECOLI	186
P37002	FLUC_ECOLI	127
P37013	NORR_ECOLI	504
P37019	CLCA_ECOLI	473
P37025	THPR_ECOLI	176
P37028	BTUF_ECOLI	266
P37051	PURU_ECOLI	280
P37095	PEPB_ECOLI	427
P37128	NUDK_ECOLI	191
P37177	PT1P_ECOLI	748
P37188	PTKB_ECOLI	94
P37306	ALLK_ECOLI	297
P37313	DPPF_ECOLI	334
P37329	MODA_ECOLI	257
P37330	MASZ_ECOLI	723
P37339	LHGD_ECOLI	422
P37340	MDTK_ECOLI	457
P37344	PSPF_ECOLI	325
P37349	DHAM_ECOLI	472
P37351	RPIB_ECOLI	149
P37595	IAAA_ECOLI	321
P37610	TAUD_ECOLI	283
P37613	PANZ_ECOLI	127
P37617	ZNTA_ECOLI	732
P37624	RBBA_ECOLI	911
P37634	RLMJ_ECOLI	280
P37637	MDTF_ECOLI	1037
P37647	KDGK_ECOLI	309
P37653	BCSA_ECOLI	872
P37666	GHRB_ECOLI	324
P37672	DLGD_ECOLI	332
P37677	LYXK_ECOLI	498
P37685	ALDB_ECOLI	512
P37689	GPMI_ECOLI	514
P37690	ENVC_ECOLI	419
P37744	RMLA1_ECOLI	293
P37745	RMLC_ECOLI	185
P37747	GLF_ECOLI	367
P37758	NARU_ECOLI	462
P37769	KDUD_ECOLI	253
P37773	MPL_ECOLI	457
P37774	TCYN_ECOLI	250
P37794	CHBG_ECOLI	249
P38036	CAS3_ECOLI	888
P38038	CYSJ_ECOLI	599
P38051	MENF_ECOLI	431
P38054	CUSA_ECOLI	1047
P38135	FADK_ECOLI	566
P38489	NFSB_ECOLI	217
P38506	XNI_ECOLI	251
P39099	DEGQ_ECOLI	455
P39172	ZNUA_ECOLI	310
P39176	ERFK_ECOLI	310
P39177	USPG_ECOLI	142
P39180	AG43_ECOLI	1039
P39276	DTPC_ECOLI	485
P39277	YJEH_ECOLI	418
P39286	RSGA_ECOLI	350
P39301	ULAA_ECOLI	465
P39304	ULAD_ECOLI	216
P39315	QOR2_ECOLI	286
P39321	TAMB_ECOLI	1259
P39344	IDNT_ECOLI	439
P39353	NANY_ECOLI	372
P39371	NANM_ECOLI	368
P39377	IADA_ECOLI	390
P39386	MDTM_ECOLI	410
P39394	SYME_ECOLI	113
P39396	BTST_ECOLI	716
P39405	FHUF_ECOLI	262
P39406	RSMC_ECOLI	343
P39411	NCPP_ECOLI	170
P39414	TTDT_ECOLI	487
P39452	RIR3_ECOLI	714
P39453	TORS_ECOLI	914
P39831	YDFG_ECOLI	248
P39838	RCSD_ECOLI	890
P40191	PDXK_ECOLI	283
P40710	NLPE_ECOLI	236
P40711	ARFB_ECOLI	140
P40874	MTOX_ECOLI	372
P41036	NANT_ECOLI	496
P41052	MLTB_ECOLI	361
P41407	AZOR_ECOLI	201
P41409	RIHA_ECOLI	311
P42588	PAT_ECOLI	459
P42593	FADH_ECOLI	672
P42620	YQJG_ECOLI	328
P42632	TDCE_ECOLI	764
P42641	OBG_ECOLI	390
P43341	LPXH_ECOLI	240
P43671	PQIB_ECOLI	546
P43672	UUP_ECOLI	635
P45395	KDSD_ECOLI	328
P45424	NANQ_ECOLI	154
P45425	NANK_ECOLI	291
P45464	LPOA_ECOLI	678
P45470	YHBO_ECOLI	172
P45475	UBIV_ECOLI	292
P45508	YFAL_ECOLI	1250
P45527	UBIU_ECOLI	331
P45541	FRLC_ECOLI	276
P45562	XAPB_ECOLI	418
P45563	XAPA_ECOLI	277
P45568	DXR_ECOLI	398
P45577	PROQ_ECOLI	232
P45748	TSAC_ECOLI	190
P45955	CPOB_ECOLI	263
P45956	CAS2_ECOLI	94
P46022	MTGA_ECOLI	242
P46133	ABGT_ECOLI	508
P46136	YDDG_ECOLI	293
P46139	DGCN_ECOLI	408
P46849	RTCA_ECOLI	338
P46850	RTCB_ECOLI	408
P46883	AMO_ECOLI	757
P46889	FTSK_ECOLI	1329
P46891	COF_ECOLI	272
P46923	TORZ_ECOLI	809
P50456	MLC_ECOLI	406
P50457	PUUE_ECOLI	421
P50465	END8_ECOLI	263
P52006	NUDI_ECOLI	141
P52061	IXTPA_ECOLI	197
P52073	GLCE_ECOLI	350
P52074	GLCF_ECOLI	407
P52095	LDCC_ECOLI	713
P52101	GLRK_ECOLI	475
P52106	CSGD_ECOLI	216
P52126	ABPB_ECOLI	729
P52129	RNLA_ECOLI	357
P54745	MNGA_ECOLI	658
P55135	RLMD_ECOLI	433
P56100	CYDX_ECOLI	37
P56580	PTHB_ECOLI	319
P56976	BLR_ECOLI	41
P60061	ADIC_ECOLI	445
P60240	RAPA_ECOLI	968
P60340	TRUB_ECOLI	314
P60422	RL2_ECOLI	273
P60438	RL3_ECOLI	209
P60472	UPPS_ECOLI	253
P60560	GUAC_ECOLI	347
P60595	HIS5_ECOLI	196
P60624	RL24_ECOLI	104
P60651	SPEB_ECOLI	306
P60664	HIS6_ECOLI	258
P60716	LIPA_ECOLI	321
P60720	LIPB_ECOLI	213
P60723	RL4_ECOLI	201
P60752	MSBA_ECOLI	582
P60785	LEPA_ECOLI	599
P60844	AQPZ_ECOLI	231
P60932	UPPP_ECOLI	273
P60955	LGT_ECOLI	291
P61175	RL22_ECOLI	110
P61316	LOLA_ECOLI	203
P61320	LOLB_ECOLI	207
P61887	RMLA2_ECOLI	293
P61889	MDH_ECOLI	312
P62399	RL5_ECOLI	179
P62552	CCDA_ECOLI	72
P62554	CCDB_ECOLI	101
P62617	ISPF_ECOLI	159
P62620	ISPG_ECOLI	372
P62623	ISPH_ECOLI	316
P62707	GPMA_ECOLI	250
P63020	NFUA_ECOLI	191
P63183	KUP_ECOLI	622
P63224	GMHA_ECOLI	192
P63228	GMHBB_ECOLI	191
P63235	GADC_ECOLI	511
P63284	CLPB_ECOLI	857
P63386	MLAF_ECOLI	269
P63883	AMIC_ECOLI	417
P64423	ZNTB_ECOLI	327
P64461	LSRG_ECOLI	96
P64467	CNU_ECOLI	71
P64483	PROXY_ECOLI	167
P64512	MGRB_ECOLI	47
P64524	CBTA_ECOLI	124
P64534	RCNB_ECOLI	112
P64588	YQJI_ECOLI	207
P64594	YHAV_ECOLI	154
P64596	DOLP_ECOLI	191
P64602	MLAB_ECOLI	97
P64604	MLAD_ECOLI	183
P64606	MLAE_ECOLI	260
P64612	ZAPE_ECOLI	375
P64636	YRFG_ECOLI	222
P66817	DIAA_ECOLI	196
P66899	DPAL_ECOLI	398
P66948	BEPA_ECOLI	487
P67095	YFCE_ECOLI	184
P67430	NEMR_ECOLI	199
P67444	XANQ_ECOLI	466
P67603	AC4CH_ECOLI	103
P67910	HLDD_ECOLI	310
P68183	MALG_ECOLI	296
P68187	MALK_ECOLI	371
P68398	TADA_ECOLI	167
P68679	RS21_ECOLI	71
P68688	GLRX1_ECOLI	85
P68699	ATPL_ECOLI	79
P68739	NFI_ECOLI	223
P68767	AMPA_ECOLI	503
P68919	RL25_ECOLI	94
P69054	DHSC_ECOLI	129
P69210	MDTI_ECOLI	109
P69212	MDTJ_ECOLI	121
P69228	BAER_ECOLI	240
P69346	YEFM_ECOLI	83
P69348	YOEB_ECOLI	84
P69380	FIEF_ECOLI	300
P69411	RCSF_ECOLI	134
P69423	TATC_ECOLI	258
P69425	TATB_ECOLI	171
P69428	TATA_ECOLI	89
P69441	KAD_ECOLI	214
P69451	LCFA_ECOLI	561
P69490	CCME_ECOLI	159
P69681	AMTB_ECOLI	428
P69739	MBHS_ECOLI	372
P69741	MBHT_ECOLI	372
P69776	LPP_ECOLI	78
P69783	PTGA_ECOLI	169
P69786	PTGCB_ECOLI	477
P69791	PTQA_ECOLI	116
P69795	PTQB_ECOLI	106
P69797	PTNAB_ECOLI	323
P69801	PTNC_ECOLI	266
P69805	PTND_ECOLI	283
P69822	ULAB_ECOLI	101
P69828	PTKA_ECOLI	150
P69831	PTKC_ECOLI	451
P69853	DMSD_ECOLI	204
P69856	NANC_ECOLI	238
P69874	POTA_ECOLI	378
P69902	FCTA_ECOLI	416
P69908	DCEA_ECOLI	466
P69910	DCEB_ECOLI	466
P69913	CSRA_ECOLI	61
P69922	FUCI_ECOLI	591
P69924	RIR2_ECOLI	376
P69931	HDA_ECOLI	233
P69937	GDX_ECOLI	105
P75682	YAGE_ECOLI	302
P75691	YAHK_ECOLI	349
P75792	SUPH_ECOLI	271
P75804	YLII_ECOLI	371
P75809	YBJI_ECOLI	271
P75820	AMID_ECOLI	276
P75823	LTAE_ECOLI	333
P75825	HCP_ECOLI	550
P75830	MACA_ECOLI	371
P75831	MACB_ECOLI	648
P75849	GLO22_ECOLI	215
P75862	ZAPC_ECOLI	180
P75864	RLMKL_ECOLI	702
P75876	RLMI_ECOLI	396
P75892	RUTG_ECOLI	442
P75898	RUTA_ECOLI	382
P75906	PGAB_ECOLI	672
P75908	DGCT_ECOLI	452
P75913	GHRA_ECOLI	312
P75914	YCDX_ECOLI	245
P75949	NAGZ_ECOLI	341
P75957	LOLD_ECOLI	233
P75959	NAGK_ECOLI	303
P75960	NPD_ECOLI	279
P75990	BLUF_ECOLI	403
P76008	LDCA_ECOLI	304
P76010	YCGR_ECOLI	244
P76014	DHAL_ECOLI	210
P76015	DHAK_ECOLI	356
P76037	PUUP_ECOLI	461
P76038	PUUD_ECOLI	254
P76045	OMPG_ECOLI	301
P76055	TTCA_ECOLI	311
P76077	PAAA_ECOLI	309
P76081	PAAE_ECOLI	356
P76082	PAAF_ECOLI	255
P76084	PAAI_ECOLI	140
P76104	RLHA_ECOLI	653
P76108	YDCS_ECOLI	381
P76113	CURA_ECOLI	345
P76129	DOSP_ECOLI	799
P76149	SAD_ECOLI	462
P76193	YNHG_ECOLI	334
P76194	SUFE_ECOLI	138
P76216	ASTB_ECOLI	447
P76236	CDGI_ECOLI	491
P76251	DMLA_ECOLI	361
P76256	TSAB_ECOLI	231
P76257	YOAA_ECOLI	636
P76316	DCYD_ECOLI	328
P76318	YEDK_ECOLI	222
P76330	DGCQ_ECOLI	564
P76334	DRPB_ECOLI	100
P76339	HPRS_ECOLI	452
P76341	HIUH_ECOLI	137
P76342	MSRP_ECOLI	334
P76343	MSRQ_ECOLI	211
P76344	ZINT_ECOLI	216
P76346	MTFA_ECOLI	265
P76364	CBEA_ECOLI	122
P76387	WZC_ECOLI	720
P76399	MDTC_ECOLI	1025
P76407	YEGS_ECOLI	299
P76422	THID_ECOLI	266
P76440	PRET_ECOLI	412
P76445	LPXT_ECOLI	237
P76458	ATOD_ECOLI	220
P76459	ATOA_ECOLI	216
P76469	RHMA_ECOLI	267
P76474	ARNF_ECOLI	128
P76491	5DNU_ECOLI	199
P76503	FADI_ECOLI	436
P76535	MURQ_ECOLI	298
P76541	EUTL_ECOLI	219
P76558	MAO2_ECOLI	759
P76562	TMCA_ECOLI	671
P76576	YFGM_ECOLI	206
P76577	PBPC_ECOLI	770
P76578	A2MG_ECOLI	1653
P76594	LYSAC_ECOLI	886
P76621	GLAH_ECOLI	325
P76632	CSE2_ECOLI	160
P76658	HLDE_ECOLI	477
P77044	MHPC_ECOLI	288
P77150	PDXY_ECOLI	287
P77165	PAOA_ECOLI	229
P77172	PDEF_ECOLI	747
P77173	ZIPA_ECOLI	328
P77182	MNMC_ECOLI	668
P77202	DSBG_ECOLI	248
P77211	CUSC_ECOLI	457
P77212	RCLA_ECOLI	441
P77214	CUSF_ECOLI	110
P77215	RHMD_ECOLI	401
P77218	EUTD_ECOLI	338
P77239	CUSB_ECOLI	407
P77243	PRPD_ECOLI	483
P77247	HXPB_ECOLI	222
P77256	AKRMG_ECOLI	326
P77258	NEMA_ECOLI	365
P77272	PTYBC_ECOLI	474
P77302	DGCM_ECOLI	410
P77304	DTPA_ECOLI	500
P77324	PAOB_ECOLI	318
P77335	HLYE_ECOLI	303
P77348	MPPA_ECOLI	537
P77364	GLXK2_ECOLI	381
P77366	PGMB_ECOLI	219
P77395	CNOX_ECOLI	284
P77398	ARNA_ECOLI	660
P77399	FADJ_ECOLI	714
P77425	ALLC_ECOLI	411
P77434	ALAC_ECOLI	412
P77444	SUFS_ECOLI	406
P77454	GLSA1_ECOLI	310
P77455	PAAZ_ECOLI	681
P77485	CUSS_ECOLI	480
P77488	DXS_ECOLI	620
P77489	PAOC_ECOLI	732
P77499	SUFC_ECOLI	248
P77510	DPIB_ECOLI	552
P77526	YFCG_ECOLI	215
P77529	TCYP_ECOLI	463
P77541	PRPB_ECOLI	296
P77544	YFCF_ECOLI	214
P77555	ALLD_ECOLI	349
P77567	NHOA_ECOLI	281
P77581	ASTC_ECOLI	406
P77589	MHPT_ECOLI	403
P77625	HXPA_ECOLI	216
P77649	SELO_ECOLI	478
P77667	SUFA_ECOLI	122
P77671	ALLB_ECOLI	453
P77674	ABDH_ECOLI	474
P77712	FADM_ECOLI	132
P77718	THII_ECOLI	482
P77748	D2HDH_ECOLI	1018
P77754	SPY_ECOLI	161
P77766	RNM_ECOLI	293
P77774	BAMB_ECOLI	392
P77781	MENI_ECOLI	136
P77788	NUDG_ECOLI	135
P77791	MAA_ECOLI	183
P77806	YBDL_ECOLI	386
